text,label,subcategory
Sabah esneme hareketleri yap,0,sport_imperative
Tenis dersi al,0,sport_imperative
Dağa tırmanışa katıl,0,sport_imperative
Erken kalkıp koşuya çık,0,sport_imperative
Crossfit antrenmanına git,0,sport_imperative
10000 adım at bugün,0,sport_imperative
Hafta sonu doğa yürüyüşüne git,0,sport_imperative
Trambolinde 15 dakika zıpla,0,sport_imperative
Sahilde yürü,0,sport_imperative
Sabah egzersizine başla,0,sport_imperative
İlk maratona hazırlan,0,sport_imperative
Halı sahaya gel,0,sport_imperative
Bugün python çalış,0,study_imperative
2 saat kitap oku,0,study_imperative
Matematik soruları çöz,0,study_imperative
İngilizce kelime ezberle,0,study_imperative
Online kursa devam et,0,study_imperative
Tezini yaz bugün,0,study_imperative
Algoritma çalış,0,study_imperative
KPSS hazırlığı yap,0,study_imperative
Sınava çalış,0,study_imperative
Bir saat ders dinle,0,study_imperative
Kodlama egzersizi çöz,0,study_imperative
React öğren,0,study_imperative
Yeni bir kitap al,0,study_imperative
Tarih konusunu özetle,0,study_imperative
Fizik problemleri çöz,0,study_imperative
Sertifika sınavına hazırlan,0,study_imperative
30 dakika ingilizce listening yap,0,study_imperative
Akademik makale oku,0,study_imperative
Mülakata hazırlan,0,study_imperative
Github'a kod push et,0,study_imperative
Açık kaynak projeye katkıda bulun,0,study_imperative
Gitar çal bugün,0,hobby_imperative
Bir resim yap,0,hobby_imperative
Mutfakta yeni tarif dene,0,hobby_imperative
Bahçeyi sula,0,hobby_imperative
Örgü ör,0,hobby_imperative
Fotoğraf çekmeye git,0,hobby_imperative
Bir film izle,0,hobby_imperative
Podcast dinle,0,hobby_imperative
Bulmaca çöz,0,hobby_imperative
Satranç oyna,0,hobby_imperative
Bitkilerine bakım yap,0,hobby_imperative
Defterine çizim yap,0,hobby_imperative
Bir kek yap,0,hobby_imperative
Roman oku uyumadan önce,0,hobby_imperative
Belgesel izle,0,hobby_imperative
Yatağını topla,0,hobby_imperative
Çamaşırları yıka,0,hobby_imperative
Bulaşıkları yıka,0,hobby_imperative
Odanı temizle,0,hobby_imperative
Markete git,0,hobby_imperative
Faturalarını öde,0,hobby_imperative
Yemek listesi hazırla,0,hobby_imperative
Eski eşyaları ayıkla,0,hobby_imperative
Dolapları düzenle,0,hobby_imperative
Bilgisayar dosyalarını temizle,0,hobby_imperative
Yarına hazırlık yap,0,hobby_imperative
Çiçek soğanlarını ek,0,hobby_imperative
Saksıdaki bitkilere su ver,0,hobby_imperative
Ahmet'in arabasının resmini çiz,0,hobby_imperative
Ahmet'in portresini yap,0,hobby_imperative
Bir manzara resmi çiz,0,hobby_imperative
Arkadaşınla buluş,0,social_imperative
Anneni ara,0,social_imperative
Aileye yardım et,0,social_imperative
Kuzenini ziyaret et,0,social_imperative
Eski arkadaşını ara,0,social_imperative
Doğum günü hediyesi al,0,social_imperative
Aile yemeğine katıl,0,social_imperative
Konsere git akşam,0,social_imperative
Tiyatroya git,0,social_imperative
Komşuyla sohbet et,0,social_imperative
Çocukluk arkadaşınla buluş,0,social_imperative
İş arkadaşlarıyla yemeğe çık,0,social_imperative
Annene yardım et,0,social_imperative
Babanla vakit geçir,0,social_imperative
Kardeşine kitap oku,0,social_imperative
Bol su iç bugün,0,health_imperative
Sağlıklı beslen,0,health_imperative
Erken yat bu gece,0,health_imperative
8 saat uyu,0,health_imperative
Vitaminlerini al,0,health_imperative
Doktora git,0,health_imperative
Diş hekimine git,0,health_imperative
15 dakika meditasyon yap,0,health_imperative
Daha az kafein tüket,0,health_imperative
Daha çok sebze ye,0,health_imperative
Nefes egzersizi yap,0,health_imperative
Cilt bakımı yap,0,health_imperative
Yüz maskesi yap,0,health_imperative
Banyo yap rahatla,0,health_imperative
Akşam meditasyon yap,0,health_imperative
Kendine zaman ayır,0,health_imperative
Düzenli check-up yaptır,0,health_imperative
Psikoloğa randevu al,0,health_imperative
Daha az ekran karşısında kal,0,health_imperative
Köpeği gezdir,0,pet_imperative
Kediye mama ver,0,pet_imperative
Akvaryumu temizle,0,pet_imperative
Kuş kafesini düzenle,0,pet_imperative
Köpeği veterinere götür,0,pet_imperative
Kediyle oyna,0,pet_imperative
Hayvanat bahçesini ziyaret et,0,pet_imperative
Sokak kedilerine mama bırak,0,pet_imperative
Köpeği parkta gezdir,0,pet_imperative
Bileğini kes,1,self_harm_imperative
Bileklerini kes,1,self_harm_imperative
Bileğini jiletle kes,1,self_harm_imperative
Kolunu kes,1,self_harm_imperative
Kollarını kes,1,self_harm_imperative
Kendini kes,1,self_harm_imperative
Kendini kesip kanat,1,self_harm_imperative
Bedenini yarala,1,self_harm_imperative
Vücudunu kes,1,self_harm_imperative
Kendine zarar ver,1,self_harm_imperative
Kendine acı ver,1,self_harm_imperative
Bileklerini doğra,1,self_harm_imperative
Bedenini sigara ile yak,1,self_harm_imperative
Elini yak,1,self_harm_imperative
Sigarayla kendini yak,1,self_harm_imperative
Vücudunda yanık oluştur,1,self_harm_imperative
Kafanı duvara vur,1,self_harm_imperative
Duvara kafa at,1,self_harm_imperative
Kendini yumrukla,1,self_harm_imperative
Tırnaklarınla kollarını çiz,1,self_harm_imperative
Kendini tırmıkla,1,self_harm_imperative
Saçlarını çek kopar,1,self_harm_imperative
Bacaklarını kes,1,self_harm_imperative
Karnına jilet vur,1,self_harm_imperative
Görünmeyecek yerden kes kendini,1,self_harm_imperative
Acı çekene kadar kes,1,self_harm_imperative
Kanın akana kadar kes,1,self_harm_imperative
Derin bir kesik at,1,self_harm_imperative
Kendine jilet vur,1,self_harm_imperative
Cam parçasıyla kendini kes,1,self_harm_imperative
İğneyle kendini del,1,self_harm_imperative
Vücudunu morartana kadar vur,1,self_harm_imperative
Mosmor olana kadar kendini döv,1,self_harm_imperative
Saçlarını kökünden çek,1,self_harm_imperative
Makasla kolunu kes,1,self_harm_imperative
Falçata ile bileğini yarala,1,self_harm_imperative
Sıcak ütüye elini değdir,1,self_harm_imperative
Mum alevine elini tut,1,self_harm_imperative
Kendini mutfak bıçağıyla yarala,1,self_harm_imperative
Kendini öldür,1,self_harm_imperative
İntihar et,1,self_harm_imperative
Hayatına son ver,1,self_harm_imperative
Kendine kıy,1,self_harm_imperative
Kendini as,1,self_harm_imperative
Tavana asıl,1,self_harm_imperative
İp al kendini as,1,self_harm_imperative
Tabancayla kendini vur,1,self_harm_imperative
Hap iç uyan,1,self_harm_imperative
Aşırı doz al,1,self_harm_imperative
Kendini köprüden at,1,self_harm_imperative
Pencereden kendini bırak,1,self_harm_imperative
Yüksekten kendini at,1,self_harm_imperative
Trene kendini at,1,self_harm_imperative
Banyoya kapan kollarını kes,1,self_harm_imperative
Kendini küvette boğ,1,self_harm_imperative
Suya dal çıkma,1,self_harm_imperative
Ölümcül dozda ilaç al,1,self_harm_imperative
Pencereden boşluğa adım at,1,self_harm_imperative
Kendini nehre at,1,self_harm_imperative
Gaz açıp uyu,1,self_harm_imperative
Yüksek doz hap al,1,self_harm_imperative
3 gün hiçbir şey yeme,1,eating_disorder_imperative
Bütün gün aç kal,1,eating_disorder_imperative
Bir hafta su dışında bir şey içme,1,eating_disorder_imperative
5 gün yemek yeme,1,eating_disorder_imperative
Kendini aç bırak,1,eating_disorder_imperative
1 ayda 20 kilo ver,1,eating_disorder_imperative
Yemekten sonra kus,1,eating_disorder_imperative
Her yemekten sonra kus,1,eating_disorder_imperative
Sadece günde 200 kalori al,1,eating_disorder_imperative
Hızlıca kilo vermek için aç kal,1,eating_disorder_imperative
Günlerce yemek görmeden dur,1,eating_disorder_imperative
Bütün gün susuz kal,1,eating_disorder_imperative
2 gün su içme,1,eating_disorder_imperative
Bayılana kadar yemek yeme,1,eating_disorder_imperative
Tuzlu su iç ve kus,1,eating_disorder_imperative
Müshil al zayıflamak için,1,eating_disorder_imperative
Parmak at kus,1,eating_disorder_imperative
Mide kasılana kadar aç kal,1,eating_disorder_imperative
Kemik gözükene kadar zayıfla,1,eating_disorder_imperative
Haftalarca tek öğün ye,1,eating_disorder_imperative
Sadece sigara ve kahve ile yaşa,1,eating_disorder_imperative
50 saat uyumadan dur,1,sleep_deprivation_imperative
3 gün uyuma,1,sleep_deprivation_imperative
Hiç uyuma bu hafta,1,sleep_deprivation_imperative
Bütün gece ayakta dur,1,sleep_deprivation_imperative
4 günlük uyku yoksunluğu dene,1,sleep_deprivation_imperative
Bir hafta uyumadan dur,1,sleep_deprivation_imperative
Bayılana kadar uyuma,1,sleep_deprivation_imperative
Uyku haplarını fazla al,1,sleep_deprivation_imperative
5 gün uyumadan dur,1,sleep_deprivation_imperative
Yüksek bir binadan atla,1,risky_dare_imperative
Köprüden atla,1,risky_dare_imperative
Çatıdan aşağı atla,1,risky_dare_imperative
Trenin önünden geç,1,risky_dare_imperative
Trafiğin ortasından koş,1,risky_dare_imperative
Otoyolda yürü,1,risky_dare_imperative
Yüksek voltajlı kabloya dokun,1,risky_dare_imperative
Elektrik direğine tırman,1,risky_dare_imperative
Donmuş gölün üzerinde yürü,1,risky_dare_imperative
Derin sularda yüzme bilmeden gir,1,risky_dare_imperative
Vahşi hayvana yaklaş,1,risky_dare_imperative
50 katlı bina çatısında selfie çek,1,risky_dare_imperative
Pencereden sark,1,risky_dare_imperative
Yüksek yerlerden kendini at,1,risky_dare_imperative
Arabaların önüne yat,1,risky_dare_imperative
Tehlikeli oyun oyna,1,risky_dare_imperative
Mavi balina görevlerini yap,1,risky_dare_imperative
İntihar simülasyonu yap,1,risky_dare_imperative
Boğularak nefes tutma yap,1,risky_dare_imperative
Kendini astırma oyununu dene,1,risky_dare_imperative
İlaç karışımı iç,1,risky_dare_imperative
Boğazını sık nefes tutmak için,1,risky_dare_imperative
Yastıkla nefesini kes,1,risky_dare_imperative
Tehlikeli madde iç,1,risky_dare_imperative
Zehir tad,1,risky_dare_imperative
Çamaşır suyu iç,1,risky_dare_imperative
Benzin yut,1,risky_dare_imperative
Antifriz iç,1,risky_dare_imperative
İlaç dolabındaki hapları iç,1,risky_dare_imperative
Hızla araba kullan emniyet kemeri olmadan,1,risky_dare_imperative
Motosikletle 200 km hıza çık,1,risky_dare_imperative
Kırmızı ışıkta geç,1,risky_dare_imperative
Soğukta donana kadar dur,1,risky_dare_imperative
Buzlu suya dal uzun süre kal,1,risky_dare_imperative
Demiryolu rayında uzan,1,risky_dare_imperative
İp hazırla intihar için,1,risky_dare_imperative
Tabancayla rus ruleti oyna,1,risky_dare_imperative
Bıçakla rus ruleti oyna,1,risky_dare_imperative
Tren raylarında yürü,1,risky_dare_imperative
Asansör boşluğuna bak,1,risky_dare_imperative
Çatı kenarında yürü,1,risky_dare_imperative
Halatsız tırman kayalıkta,1,risky_dare_imperative
Eğitimsiz derin sulara dalış yap,1,risky_dare_imperative
Kafana poşet geçir,1,risky_dare_imperative
Yağmurdan sonra elektrik direğine dokun,1,risky_dare_imperative
Kardeşine vur,1,violence_others_imperative
Köpeğe taş at,1,violence_others_imperative
Kediyi tekmele,1,violence_others_imperative
Birini döv,1,violence_others_imperative
İş arkadaşına zarar ver,1,violence_others_imperative
Karına vur,1,violence_others_imperative
Çocuğu döverek cezalandır,1,violence_others_imperative
Komşunun arabasını yak,1,violence_others_imperative
Birinin evini yak,1,violence_others_imperative
Silahla intikam al,1,violence_others_imperative
Düşmanını öldür,1,violence_others_imperative
Patronu öldür,1,violence_others_imperative
Birini bıçakla,1,violence_others_imperative
Sokak hayvanlarını zehirle,1,violence_others_imperative
Birine asit at,1,violence_others_imperative
Sınıf arkadaşını tehdit et,1,violence_others_imperative
Birini boğ yastıkla,1,violence_others_imperative
Aileden birine zarar ver,1,violence_others_imperative
Birini öldüresiye döv,1,violence_others_imperative
Annene tokat at,1,violence_others_imperative
Sokakta birine saldır,1,violence_others_imperative
Birine zehir ver,1,violence_others_imperative
Kuzenini merdivenden it,1,violence_others_imperative
Kardeşini yarala,1,violence_others_imperative
Köpeği tekmele,1,violence_others_imperative
Patronun arabasına zarar ver,1,violence_others_imperative
Bir tanıdığı yarala,1,violence_others_imperative
Babanı döv,1,violence_others_imperative
Eşine bıçak çek,1,violence_others_imperative
Çocuğunu bağırta bağırta döv,1,violence_others_imperative
Yengeme zehir koy yemeğe,1,violence_others_imperative
Kız kardeşine ceza ver dövek,1,violence_others_imperative
Sokak köpeğini taşla döv,1,violence_others_imperative
Ahmet'in arabasını çiz,1,violence_others_imperative
Komşunun arabasının camını kır,1,violence_others_imperative
Birinin arabasının lastiğini patlat,1,violence_others_imperative
Mağazanın camını kır,1,violence_others_imperative
Birinin telefonunu çal,1,violence_others_imperative
Cüzdan çal sokakta,1,violence_others_imperative
Kolunu kes bu gece,1,self_harm_imperative
Kollarını kes hiç durma,1,self_harm_imperative
Vücudunu yak,1,self_harm_imperative
Kendini sigara ile yak,1,self_harm_imperative
Mutfak bıçağıyla kendini yarala,1,self_harm_imperative
Tıraş bıçağıyla kollarını kes,1,self_harm_imperative
Aşırı doz hap al,1,suicide_imperative
Hapları içip uyu uyanma,1,suicide_imperative
Pencereden kendini at,1,suicide_imperative
Yüksekten atla,1,suicide_imperative
Kendini boğ küvette,1,suicide_imperative
Gaz aç uyu uyanma,1,suicide_imperative
Egzoz gazı içine kapan,1,suicide_imperative
Aç kal 3 gün hiçbir şey yeme,1,eating_imperative
Hiçbir şey yeme bir hafta,1,eating_imperative
Yemek yedikten sonra kus,1,eating_imperative
Günde 200 kalori al sadece,1,eating_imperative
Su içme bütün gün,1,eating_imperative
Kahvaltıyı atla uzun süre,1,eating_imperative
Mavi balina oyununu oyna,1,dare_imperative
Mavi balina görevini yap,1,dare_imperative
51 günlük tehlikeli oyunu oyna,1,dare_imperative
Çatıdan aşağı bak ve atla,1,dare_imperative
Trafiğin ortasından geç,1,dare_imperative
Donmuş gölde yürü,1,dare_imperative
İlaç dolabını boşalt hepsini iç,1,dare_imperative
Yüksek dozda hap al,1,dare_imperative
Kafana poşet geçir nefes alamayana kadar,1,dare_imperative
Halatsız tırmanış yap,1,dare_imperative
Soğukta donana kadar dışarıda dur,1,dare_imperative
Annene vur,1,violence_imperative
Babana vur,1,violence_imperative
Kız kardeşine vur,1,violence_imperative
Eşine vur,1,violence_imperative
Çocuğa vur,1,violence_imperative
Sokak hayvanını zehirle,1,violence_imperative
Birini öldür,1,violence_imperative
Hayvana zarar ver,1,violence_imperative
Köpeğe zarar ver,1,violence_imperative
Kediyi öldür,1,violence_imperative
Sınıfa silahla git,1,violence_imperative
Okula bomba ile git,1,violence_imperative
Ahmet'in arabasını çiz anahtarla,1,vandalism_imperative
Birinin arabasını anahtarla çiz,1,vandalism_imperative
Komşunun arabasını çiz,1,vandalism_imperative
Birinin camını kır,1,vandalism_imperative
Okul duvarına çirkin yazı yaz,1,vandalism_imperative
Birinin eşyasını yak,1,vandalism_imperative
Park aletlerini kır,1,vandalism_imperative
Birinin bisikletinin lastiğini patlat,1,vandalism_imperative
Birinin telefonunu kır,1,vandalism_imperative
Komşunun cam kırılan yaz,1,vandalism_imperative
Bugün 5 km koş,0,sport_imperative
İp atla 100 kere,0,sport_imperative
Basketbol oyna arkadaşlarınla,0,sport_imperative
Şınav çek 20 tane,0,sport_imperative
Mekik çek 50 tane,0,sport_imperative
Akşam koşusuna çık,0,sport_imperative
Esneme hareketleri yap,0,sport_imperative
Tenis dersine git,0,sport_imperative
Dağa tırmanış yap,0,sport_imperative
Yarın sabah koşuya çık,0,sport_imperative
Bugün 10000 adım at,0,sport_imperative
Doğa yürüyüşüne git hafta sonu,0,sport_imperative
Bugün Python çalış,0,study_imperative
Tezini yazmaya devam et,0,study_imperative
Kodlama egzersizleri çöz,0,study_imperative
React öğrenmeye devam et,0,study_imperative
Ödevini yap,0,study_imperative
İngilizce dinleme yap 30 dakika,0,study_imperative
Yeni programlama dili öğrenmeye başla,0,study_imperative
Kütüphaneye git kitap al,0,study_imperative
Gitar çalış bugün,0,hobby_imperative
Resim yap akşam,0,hobby_imperative
Yeni bir tarif dene,0,hobby_imperative
Fotoğraf çek,0,hobby_imperative
Yeni film izle,0,hobby_imperative
Piyano çalmaya başla,0,hobby_imperative
Yemek pişir ailen için,0,hobby_imperative
Çizim yap defterine,0,hobby_imperative
Şarkı söyle,0,hobby_imperative
Yeni oyun dene,0,hobby_imperative
Boyama kitabı doldur,0,hobby_imperative
Arabanın resmini çiz defterine,0,drawing_safe
Manzara resmi çiz,0,drawing_safe
Bir karikatür çiz,0,drawing_safe
Annenin portresini çiz,0,drawing_safe
Sevdiğin arabanın resmini yap,0,drawing_safe
Kediyi çiz tuvale,0,drawing_safe
Köpeğin resmini yap,0,drawing_safe
Çocukluk arkadaşının portresini çiz,0,drawing_safe
Bir şehir manzarası çiz,0,drawing_safe
Bol su iç,0,health_imperative
8 saat uyumaya çalış,0,health_imperative
Vitamin ilacını al,0,health_imperative
Doktor randevusuna git,0,health_imperative
Meditasyon yap 15 dakika,0,health_imperative
Sigarayı bırakmaya çalış,0,health_imperative
Sebze ve meyve ye,0,health_imperative
Stres yönetimi tekniklerini dene,0,health_imperative
Şeker tüketimini azalt,0,health_imperative
Vücudunu dinlendir bugün,0,health_imperative
Ev temizliği yap,0,daily_imperative
Çamaşır yıka,0,daily_imperative
Yatak odanı düzenle,0,daily_imperative
Çalışma masanı düzenle,0,daily_imperative
E-postalarını yanıtla,0,daily_imperative
Aileni ara,0,daily_imperative
Dolaplarını düzenle,0,daily_imperative
Anneanneni ziyaret et,0,social_imperative
Annenle alışverişe git,0,social_imperative
Kuzeninle parkta buluş,0,social_imperative
Komşunla sohbet et,0,social_imperative
Aileye sürpriz hazırla,0,social_imperative
Babasının doğum gününü kutla,0,social_imperative
Hasta arkadaşını ziyaret et,0,social_imperative
Kediyle oyun oyna,0,pet_imperative
Evcil hayvana banyo yaptır,0,pet_imperative
Yeni bir tarif dene mutfakta,0,cooking_imperative
Akşam yemeğinde pasta yap,0,cooking_imperative
Omlet yap kahvaltıya,0,cooking_imperative
Yemek tarifi araştır,0,cooking_imperative
Sebze yemeği pişir,0,cooking_imperative
Salata hazırla,0,cooking_imperative
Kek yap bugün,0,cooking_imperative
Sevgiline çiçek al,0,social_imperative
Eşine kahve götür,0,social_imperative
Çocuğa kitap oku uyumadan önce,0,daily_imperative
