text,label,subcategory,method
Şarkı söyleyeceğim.,0,hobby,punctuation+synonym_swap
bugün ben şarkı söyleyeceğim...,0,hobby,punctuation+typo+subject_prefix
sanırım yarın şarkı söyleyeceğim,0,hobby,time_modifier+subject_prefix
bugün ben şarkı söyleyeceğim,0,hobby,subject_prefix+case_variant
evet şarkı söyleyeceğim az sonra,0,hobby,time_modifier+subject_prefix+case_variant
Şarkı söyleyeceğim yakında,0,hobby,typo+time_modifier
karar verdim bu hafta şarkı söyleyeceğim,0,hobby,time_modifier+subject_prefix
Şarkı söyleyeceğim kesin,0,hobby,filler
Origami yapacağım,0,hobby,original
sanırım origami yapacağım,0,hobby,filler
gece olunca origami yapacağım,0,hobby,time_modifier+case_variant
yani origami yapacağım.,0,hobby,filler+punctuation
Origami yapacam,0,hobby,future_tense
Origami yapacağım sanırım az sonra,0,hobby,filler+time_modifier+typo
Origami yapacam!,0,hobby,punctuation+future_tense
sanırım origami yapacağım bu gece,0,hobby,typo+filler+time_modifier
Origami yapıcam bu hafta,0,hobby,future_tense+time_modifier
Origami yapacağım... galiba,0,hobby,punctuation+filler+synonym_swap
akşam olunca origami yapacağım...,0,hobby,synonym_swap+punctuation+time_modifier
Origami yapacağım...,0,hobby,punctuation+typo
Kek yapacağım bugün,0,hobby,original
ben kek yapacağım bugün,0,hobby,subject_prefix
Kek yapacam bugün,0,hobby,future_tense
yani kek yapacağım bugün.,0,hobby,filler+punctuation+synonym_swap
Kek yapacağım bugün kesin,0,hobby,typo+filler+synonym_swap
karar verdim kek yapacağım bugün,0,hobby,typo+subject_prefix
valla kek yapacağım bugün,0,hobby,filler
kesin kek yapacağım bugün,0,hobby,case_variant+synonym_swap+filler
Kek yapıcam bugün!,0,hobby,punctuation+future_tense
Kek yapacağım bugün az sonra kesin,0,hobby,time_modifier+filler+punctuation
Kek yapacağım bugün yarın kesin,0,hobby,time_modifier+filler+synonym_swap
Kek yapacağım bugün!,0,hobby,punctuation
Roman okuyacağım uyumadan önce,0,hobby,original
Roman okuyacağım uyumadan önce kesin,0,hobby,filler
Roman inceleyeceğim uyumadan önce..,0,hobby,punctuation+synonym_swap
karar verdim roman okuyıcam uyumadan önce,0,hobby,subject_prefix+future_tense
Roman okuyacam uyumadan önce!,0,hobby,case_variant+future_tense+punctuation
kesin roman okuyacam uyumadan önce,0,hobby,filler+future_tense
Roman okuyacağım Uyumadan önce bu gece,0,hobby,case_variant+time_modifier
Roman okuyacağım uyumadan önce akşama aslında,0,hobby,time_modifier+case_variant+filler
evet roman okuyacağım uyumadan önce,0,hobby,subject_prefix+typo
Roman okuyacağım uyumadan önce akşama,0,hobby,typo+time_modifier
roman okuyıcam uyumadan önce,0,hobby,case_variant+typo+future_tense
galiba roman okuyacağım uyumadan önce.!,0,hobby,filler+punctuation
Belgesel izleyeceğim,0,hobby,original
sanırım belgesel seyredeceğim,0,hobby,typo+synonym_swap+subject_prefix
Belgesel izleyeceğim!,0,hobby,typo+punctuation
Belgesel Izleyicem kesin,0,hobby,future_tense+filler+case_variant
valla belgesel izleyeceğim,0,hobby,filler+typo
Belgesel izleyeceğim.!,0,hobby,punctuation
aslında ben belgesel izleyeceğim,0,hobby,subject_prefix+filler+case_variant
Belgesel izleyecegim,0,hobby,typo
Belgesel izleyecem,0,hobby,future_tense
belgesel izleyecem sabaha,0,hobby,time_modifier+future_tense+case_variant
ben de belgesel izleyeceğim,0,hobby,subject_prefix
kararımı verdim belgesel izleyicem..,0,hobby,subject_prefix+future_tense+punctuation
ahşap oymacılığı denicem,0,hobby,original
az sonra ahşap oymacılığı denicem...,0,hobby,time_modifier+punctuation
sanırım ahşap oymacılığı denicem bu hafta,0,hobby,punctuation+subject_prefix+time_modifier
ahşap oymacılığı denicem..,0,hobby,punctuation+future_tense
bugün ben ahşap oymacılığı denicem,0,hobby,subject_prefix+synonym_swap
artık ahşap oymacılığı denicem,0,hobby,filler
ahşap oymacılığı denicem az sonra,0,hobby,typo+time_modifier+case_variant
bu hafta ahşap oymacılığı denicem,0,hobby,time_modifier
ahşap oymacılığı denicem artık,0,hobby,filler+future_tense
ahşap oymacılığı denicem sanırım.,0,hobby,future_tense+filler+punctuation
ahşap oymacılığı Denicem bugün içinde,0,hobby,time_modifier+case_variant
ahşap oymacılığı denicem.!,0,hobby,future_tense+punctuation
Yeni bir oyun deneyeceğim,0,hobby,original
Yeni bir oyun deneyeceğim!,0,hobby,punctuation
az sonra yeni bir oyun deneyeceğim,0,hobby,time_modifier+typo
Yeni bir oyun deneyicem,0,hobby,future_tense
ben de yeni bir oyun deneyeceğim,0,hobby,synonym_swap+subject_prefix+punctuation
Yeni bir oyun deneyicem.!,0,hobby,punctuation+synonym_swap+future_tense
bu hafta yeni bir oyun deneyecem,0,hobby,synonym_swap+time_modifier+future_tense
sanırım yeni bir oyun deneyecem,0,hobby,filler+future_tense
Yeni bir oyun deneyecem,0,hobby,future_tense+synonym_swap
valla yeni bir oyun deneyeceğim,0,hobby,filler
artık yeni bir oyun deneyeceğim,0,hobby,filler
kesin olarak yeni bir oyun deneyecem yarın,0,hobby,subject_prefix+future_tense+time_modifier
Boyama kitabı dolduracağım,0,hobby,original
karar verdim boyama kitabı dolduracagım,0,hobby,subject_prefix+typo
bu hafta boyama kitabı doldurıcam,0,hobby,synonym_swap+future_tense+time_modifier
karar verdim boyama kitabı dolduracam,0,hobby,typo+subject_prefix+future_tense
Boyama kitabi dolduracağim,0,hobby,synonym_swap+typo
ben de boyama kitabı dolduracağım,0,hobby,subject_prefix+typo
bu akşam karar verdim boyama kitabı dolduracağım,0,hobby,subject_prefix+synonym_swap+time_modifier
bu akşam yani boyama kitabı dolduracağım,0,hobby,typo+filler+time_modifier
Boyama kitabı dolduracağım.!,0,hobby,case_variant+synonym_swap+punctuation
Boyama kitabı dolduracağım bu gece,0,hobby,synonym_swap+time_modifier
karar verdim boyama kitabı dolduracağım,0,hobby,subject_prefix+punctuation+synonym_swap
evet boyama kitabı dolduracağım,0,hobby,case_variant+subject_prefix+synonym_swap
Lego ile bir şeyler inşa edeceğim,0,hobby,original
Lego ile bir şeyler inşa edeceğim sabaha,0,hobby,time_modifier
ben lego ile bir şeyler inşa edeceğim,0,hobby,synonym_swap+subject_prefix
Lego ile bir şeyler inşa edeceğim yakında,0,hobby,time_modifier
kesin olarak lego ile bir şeyler inşa edeceğim bu gece,0,hobby,subject_prefix+time_modifier
yarın sabah sanırım lego ile bir şeyler inşa edeceğim...,0,hobby,punctuation+subject_prefix+time_modifier
Lego ile bir şeyler inşa edeceğim akşama,0,hobby,time_modifier
Lego ile bir şeyler inşa edicem,0,hobby,future_tense
valla lego ile bir şeyler inşa edicem bugün içinde,0,hobby,time_modifier+future_tense+filler
şimdi lego ile bir şeyler inşa edicem..,0,hobby,punctuation+time_modifier+future_tense
Lego ile bir şeyler inşa edeceğim yani,0,hobby,filler
bugün karar verdim lego ile bir şeyler inşa edeceğim,0,hobby,subject_prefix+time_modifier
Yeni bir resim çizeceğim akşam,0,hobby,original
artık yeni bir resim çizeceğim akşam,0,hobby,subject_prefix+synonym_swap
gece olunca kararımı verdim yeni bir resim çizeceğim akşam..,0,hobby,punctuation+subject_prefix+time_modifier
Yeni bir resim çizeceğim akşam galiba,0,hobby,filler
Yeni bir resim çizeceğim akşam.,0,hobby,punctuation
kesin olarak yeni bir resim çizeceğim akşam,0,hobby,subject_prefix+typo
Yeni bir resim çizecem akşam,0,hobby,case_variant+future_tense
Yeni bir resim çizeceğim akşam...,0,hobby,punctuation
bu gece yeni bir resim çizeceğim akşam,0,hobby,synonym_swap+case_variant+time_modifier
galiba yeni bir resim çizeceğim akşam,0,hobby,filler
galiba bu akşam yeni bir resim çizeceğim akşam,0,hobby,typo+time_modifier+filler
Yeni bir resim çizeceğim akşam bu gece...,0,hobby,case_variant+time_modifier+punctuation
Bahçedeki çiçekleri sulamaya çıkacağım,0,hobby,original
ben de bahçedeki çiçekleri sulamaya çıkacağım,0,hobby,subject_prefix+typo
aslında bahçedeki çiçekleri sulamaya çıkacağım.!,0,hobby,filler+punctuation+typo
sanırım bahçedeki çiçekleri sulamaya çıkıcam,0,hobby,future_tense+subject_prefix
Bahçedeki çiçekleri sulamaya çıkacağım.!,0,hobby,synonym_swap+typo+punctuation
kesin olarak bahçedeki çiçekleri sulamaya çıkacam,0,hobby,future_tense+subject_prefix+typo
Bahçedeki çiçekleri sulamaya çıkacağım.,0,hobby,punctuation
Bahçedeki çiçekleri sulamaya çıkacağım sabaha.!,0,hobby,time_modifier+punctuation+synonym_swap
Bahçedeki çiçekleri sulamaya çıkacağım..,0,hobby,punctuation
bence bahçedeki çiçekleri sulamaya çıkacağım,0,hobby,typo+subject_prefix
galiba bahçedeki çiçekleri Sulamaya çıkacağım,0,hobby,filler+case_variant
artık bahçedeki çiçekleri sulamaya çıkacağım.!,0,hobby,punctuation+typo+filler
Yeni şarkılar dinleyeceğim spotify da,0,hobby,original
yarın yeni şarkılar dinleyicem spotify da,0,hobby,time_modifier+future_tense
bu akşam yeni şarkılar dinleyeceğim spotify da,0,hobby,time_modifier
artık yeni şarkılar dinleyeceğim spotify da bu gece,0,hobby,subject_prefix+synonym_swap+time_modifier
Yeni şarkılar dinleyeceğim spotify da.,0,hobby,typo+punctuation
Yeni şarkılar dinleyeceğim spotify da...,0,hobby,punctuation+synonym_swap
ben yeni şarkılar dinleyecem spotify da sabaha,0,hobby,future_tense+subject_prefix+time_modifier
Yeni şarkılar dinleyeceğim Spotify da..,0,hobby,punctuation+synonym_swap+case_variant
sanırım aslında yeni şarkılar dinleyeceğim spotify da,0,hobby,filler+synonym_swap+subject_prefix
kararımı verdim yeni şarkılar dinleyeceğim spotify da,0,hobby,punctuation+subject_prefix
Sanırım yeni şarkılar dinleyeceğim spotify da.,0,hobby,subject_prefix+punctuation+case_variant
yakında bugün ben yeni şarkılar dinleyeceğim spotify da,0,hobby,subject_prefix+time_modifier+typo
Şiir okuyacağım bu akşam,0,hobby,original
artık şiir okuyacağım bu akşam,0,hobby,case_variant+subject_prefix
bence şiir okuyıcam bu akşam.,0,hobby,future_tense+punctuation+subject_prefix
sanırım şiir okuyacağım bu akşam,0,hobby,subject_prefix+case_variant
Şiir okuyacağım bu akşam artık,0,hobby,filler
Şiir okuyacağım bu akşam.!,0,hobby,punctuation
bence şiir inceleyeceğim bu akşam,0,hobby,case_variant+synonym_swap+subject_prefix
Şiir inceleyeceğim bu akşam akşama.!,0,hobby,time_modifier+punctuation+synonym_swap
Şiir okuyacam bu akşam,0,hobby,future_tense+synonym_swap
Şiir okuyacam bu akşam..,0,hobby,punctuation+future_tense
Şiir Inceleyeceğim bu akşam,0,hobby,synonym_swap+case_variant+typo
yarın sabah şiir okuyacağım Bu akşam,0,hobby,time_modifier+case_variant
Yazma egzersizi yapacağım,0,hobby,original
ben de yazma egzersizi yapıcam.,0,hobby,future_tense+punctuation+subject_prefix
bence yazma egzersizi yapacağım,0,hobby,typo+subject_prefix
artık yazma egzersizi yapacağım,0,hobby,filler+typo
aslında yazma egzersizi yapacağım,0,hobby,typo+filler
Yazma egzersizi yapacağım!,0,hobby,typo+punctuation+synonym_swap
Yazma egzersizi yapacağım yani,0,hobby,filler+typo
Yazma egzersizi yapıcam artık,0,hobby,typo+future_tense+filler
artık yazma egzersizi yapacağım.,0,hobby,filler+punctuation+case_variant
Yazma egzersizi yapıcam aslında,0,hobby,filler+future_tense
az sonra aslında yazma egzersizi yapacağım,0,hobby,filler+time_modifier
Yazma egzersizi yapacam galiba,0,hobby,filler+future_tense
Eski fotoğraflara bakıp anılarımı tazeleyeceğim,0,hobby,original
Eski fotoğraflara bakıp anılarımı tazeleyecem,0,hobby,synonym_swap+future_tense
Eski fotoğraflara bakıp anılarımı tazeleyicem kesin,0,hobby,filler+future_tense
bugün ben eski fotoğraflara bakıp anılarımı tazeleyeceğim valla,0,hobby,typo+filler+subject_prefix
Eski fotograflara bakıp anılarımı tazeleyicem,0,hobby,future_tense+typo
sanırım kararımı verdim eski fotoğraflara bakıp anılarımı tazeleyeceğim,0,hobby,subject_prefix+filler
Eski fotoğraflara bakıp anılarımı tazeleyeceğim..,0,hobby,typo+punctuation
kesin eski fotoğraflara bakıp anılarımı tazeleyeceğim akşama,0,hobby,time_modifier+case_variant+filler
Eski fotoğraflara bakıp anılarımı tazeleyeceğim.!,0,hobby,punctuation+typo
Eski fotoğraflara bakıp anılarımı tazeleyicem!,0,hobby,punctuation+future_tense
bence eski fotoğraflara bakıp anılarımı tazeleyeceğim,0,hobby,case_variant+subject_prefix+synonym_swap
akşam olunca eski fotoğraflara bakıp anılarımı tazeleyeceğim,0,hobby,time_modifier
Eski albümleri dinleyeceğim,0,hobby,original
Eski albümleri dinleyeceğim yarın,0,hobby,time_modifier+synonym_swap+typo
Eski albümleri dinleyeceğim sanırım,0,hobby,filler
Eski albümleri dinleyeceğim! bugün içinde,0,hobby,punctuation+time_modifier+synonym_swap
sanırim eski albümleri dinleyeceğim akşama,0,hobby,time_modifier+filler+typo
Eski albümleri dinleyecem bu hafta,0,hobby,time_modifier+future_tense+typo
yani eski albümleri dinleyicem,0,hobby,future_tense+synonym_swap+filler
Eski albümleri dinleyecem,0,hobby,future_tense+typo
Eski albümleri dinleyeceğim bu gece,0,hobby,synonym_swap+case_variant+time_modifier
sanırım eski albümleri dinleyeceğim,0,hobby,subject_prefix
gece olunca karar verdim eski albümleri dinleyeceğim!,0,hobby,punctuation+subject_prefix+time_modifier
akşam olunca eski albümleri dinleyeceğim..,0,hobby,synonym_swap+punctuation+time_modifier
Sahil kenarında oturup kitap okuyacağım,0,hobby,original
Sahil kenarında oturup kitap okuyacağım yakında,0,hobby,time_modifier
kesin olarak sahil kenarında oturup kitap inceleyeceğim,0,hobby,subject_prefix+synonym_swap
Sahil kenarında oturup kitap okuyacağım...,0,hobby,punctuation
Sahil kenarında oturup kitap inceleyeceğim,0,hobby,synonym_swap+case_variant
yakında sahil kenarında oturup Kitap okuyacağım,0,hobby,time_modifier+case_variant
sanırım galiba sahil kenarında oturup kitap okuyıcam,0,hobby,future_tense+filler+subject_prefix
Sahil kenarında oturup kitap okuyacağım.,0,hobby,case_variant+punctuation
kararımı verdim sahil kenarında oturup kitap okuyacagım,0,hobby,typo+subject_prefix+synonym_swap
galiba sahil kenarında oturup kitap okuyacağım,0,hobby,filler
bugün sahil kenarında oturup kitap okuyacam,0,hobby,time_modifier+future_tense
kesin artık sahil kenarında oturup kitap okuyıcam,0,hobby,subject_prefix+future_tense+filler
Saksı bitkilerime gübre vereceğim,0,hobby,original
Saksı bitkilerime gübre vereceğim yakında aslında,0,hobby,time_modifier+filler
Saksı bitkilerime gübre vereceğim.!,0,hobby,case_variant+typo+punctuation
Saksı bitkilerime gübre vereceğim.,0,hobby,synonym_swap+punctuation
Saksı bitkilerime gübre vereceğim yarın,0,hobby,time_modifier
Saksı bitkilerime gübre vericem bugün içinde,0,hobby,future_tense+time_modifier
Saksı bitkilerime gübre vereceğim artık,0,hobby,filler
Saksı bitkilerime gübre vereceğim kesin,0,hobby,filler+synonym_swap
Saksı bitkilerime gübre verecem,0,hobby,future_tense+typo
yani saksı bitkilerime gübre vereceğim,0,hobby,filler+synonym_swap
bu akşam saksı bitkilerime gübre vereceğim,0,hobby,typo+time_modifier
Saksı bitkilerime gübre vereceğim galiba!,0,hobby,filler+punctuation+case_variant
Yeni bir podcast keşfedeceğim,0,hobby,original
karar verdim yeni bir podcast keşfedicem,0,hobby,future_tense+synonym_swap+subject_prefix
Yeni bir podcast keşfedeceğim..,0,hobby,punctuation+typo
Yeni bir podcast keşfedecem,0,hobby,future_tense
Yeni bir podcast keşfedeceğim.!,0,hobby,punctuation+typo
Yeni bir podcast keşfedicem...,0,hobby,punctuation+synonym_swap+future_tense
artık yeni bir podcast keşfedeceğim,0,hobby,typo+subject_prefix
kesin olarak yarın yeni bir podcast kesfedeceğim,0,hobby,time_modifier+typo+subject_prefix
karar verdim yeni bir podcast keşfedeceğim,0,hobby,typo+subject_prefix
Yeni bir podcast keşfedeceğim...,0,hobby,punctuation
Bugün ben yeni bir podcast keşfedeceğim,0,hobby,typo+subject_prefix+case_variant
Yeni bir Podcast keşfedeceğim artık,0,hobby,filler+case_variant
Manzara resmi çizeceğim,0,hobby,original
aslında manzara resmi çizeceğim,0,hobby,synonym_swap+filler
ben manzara resmi çizeceğim,0,hobby,synonym_swap+subject_prefix+typo
ben de gece olunca manzara resmi çizeceğim,0,hobby,time_modifier+case_variant+subject_prefix
ben de manzara resmi çizeceğim artık,0,hobby,case_variant+filler+subject_prefix
yani manzara resmi çizeceğim,0,hobby,case_variant+filler
artık manzara resmi çizeceğim,0,hobby,subject_prefix+case_variant+synonym_swap
artık kararımı verdim manzara resmi çizeceğim,0,hobby,synonym_swap+subject_prefix+filler
şimdi artık manzara resmi çizeceğim,0,hobby,synonym_swap+filler+time_modifier
Manzara resmi çizeceğim galiba,0,hobby,filler+synonym_swap
az sonra manzara resmi çizicem,0,hobby,future_tense+time_modifier+typo
ben manzara resmi çizeceğim.!,0,hobby,subject_prefix+punctuation
Suluboya tablo yapacağım,0,hobby,original
Suluboya tablo yapacam kesin,0,hobby,future_tense+filler
Suluboya tablo yapacağım yarın,0,hobby,time_modifier+synonym_swap
bugün ben suluboya tablo yapacağım yarın,0,hobby,subject_prefix+time_modifier
Suluboya tablo yapacam,0,hobby,case_variant+synonym_swap+future_tense
Suluboya tablo yapacağım!,0,hobby,punctuation+typo
az sonra yani suluboya tablo yapacağım,0,hobby,synonym_swap+filler+time_modifier
ben suluboya tablo yapacağım,0,hobby,typo+subject_prefix
Suluboya tablo yapacağım kesin,0,hobby,punctuation+filler
sanırım suluboya tablo yapacağım.,0,hobby,filler+punctuation
Suluboya tablo yapacağım aslında..,0,hobby,filler+punctuation
ben de Suluboya tablo yapacağım,0,hobby,synonym_swap+subject_prefix+case_variant
Yatakta uzanıp kitap okuyacağım,0,hobby,original
yatakta uzanıp kitap okuyacağım bu hafta sanırım,0,hobby,time_modifier+case_variant+filler
Yatakta uzanip kitap okuyacağim az sonra,0,hobby,time_modifier+typo
Yatakta uzanıp kitap okuyacağım aslında..,0,hobby,filler+punctuation
Yatakta uzanıp kitap okuyacam kesin,0,hobby,typo+filler+future_tense
yani yatakta uzanıp kitap okuyacam,0,hobby,future_tense+typo+filler
Yatakta uzanıp kitap inceleyeceğim..,0,hobby,synonym_swap+punctuation
bu hafta yatakta uzanıp kitap okuyacam aslında,0,hobby,time_modifier+future_tense+filler
sanırım yatakta uzanıp kitap inceleyeceğim,0,hobby,filler+synonym_swap
kararımı verdim yatakta uzanıp kitap okuyacağım.,0,hobby,punctuation+typo+subject_prefix
yani yatakta uzanıp kitap okuyacağım,0,hobby,typo+filler
Yatakta uzanıp kitap inceleyeceğim,0,hobby,synonym_swap
Bol su içeceğim bugün,0,health,original
kararımı verdim bol su içeceğim bugün,0,health,synonym_swap+subject_prefix
Bol Su içecem bugün yarın,0,health,case_variant+time_modifier+future_tense
Bol su içeceğim bugün yani,0,health,typo+filler+synonym_swap
artık bol su içeceğim bugün,0,health,subject_prefix+synonym_swap
bence yarın bol su içeceğim bugün yani,0,health,filler+time_modifier+subject_prefix
gece olunca bol su içeceğim bugün.!,0,health,typo+punctuation+time_modifier
Bol su içicem bugün bu gece,0,health,time_modifier+future_tense
Bol su içeceğim bugün kesin,0,health,filler
kesin olarak bol su içicem bugün galiba,0,health,future_tense+filler+subject_prefix
Ben bol su içeceğim bugün,0,health,subject_prefix+case_variant
ya bol su Içeceğim bugün,0,health,subject_prefix+case_variant
Sağlıklı beslenmeye başlayacağım,0,health,original
akşam olunca sağlıklı beslenmeye başlayacağım,0,health,time_modifier
bugün ben sağlıklı beslenmeye başlayacağım yani,0,health,subject_prefix+filler
Sağlıklı beslenmeye başlayacağım valla,0,health,filler
sanırım sağlıklı beslenmeye başlayacağım,0,health,typo+subject_prefix
ya sanırım sağlıklı beslenmeye başlayacağım,0,health,case_variant+filler+subject_prefix
artık sağlıklı beslenmeye başlayacağım,0,health,filler
Sağlıklı beslenmeye başlayacam,0,health,future_tense
Sağlıklı beslenmeye başlayıcam,0,health,future_tense
ya sağlıklı beslenmeye başlayacağım...,0,health,subject_prefix+punctuation
galiba sağlıklı beslenmeye başlayacağım,0,health,filler
Sağlıklı beslenmeye başlayacağım yani,0,health,filler+synonym_swap
Erken yatacağım bu gece,0,health,original
bugün ben erken yatacam bu gece artık,0,health,subject_prefix+future_tense+filler
Erken yatacam bu gece,0,health,future_tense+case_variant+typo
sanırım erken yatacağım bu gece,0,health,filler
bu hafta erken yatacağım bu gece,0,health,time_modifier
Erken yatacağım bu gece kesin.!,0,health,filler+synonym_swap+punctuation
ben artık erken yatacağım bu gece.!,0,health,filler+subject_prefix+punctuation
Erken yatacağim bu gece,0,health,typo+future_tense+synonym_swap
sanırım erken yatıcam bu gece,0,health,subject_prefix+future_tense
Erken yatacağım bu gece..,0,health,case_variant+punctuation
ben de erken yatacağım bu gece yakında,0,health,time_modifier+typo+subject_prefix
aslında erken yatacağım bu gece,0,health,case_variant+filler
8 saat uyumaya çalışacağım,0,health,original
8 saat uyumaya çalışacağım.,0,health,punctuation+case_variant
valla 8 saat uyumaya çalışıcam,0,health,typo+future_tense+filler
kesin olarak 8 saat uyumaya çalışacağım,0,health,subject_prefix+synonym_swap+case_variant
aslında 8 saat uyumaya çalışacağım,0,health,filler+synonym_swap
8 saat uyumaya çalışacağım az sonra,0,health,case_variant+time_modifier
8 saat uyumaya çalışacagım,0,health,typo
yarın sabah 8 saat uyumaya çalışacağım,0,health,time_modifier+case_variant+synonym_swap
8 saat uyumaya çalışacağım yarın,0,health,time_modifier+typo
kararımı verdim 8 saat uyumaya çalışacağım,0,health,subject_prefix+typo
bu hafta 8 saat uyumaya çalışacağım,0,health,time_modifier
8 saat uyumaya çalışacağım.!,0,health,punctuation+case_variant
Vitamin ilaçlarımı alacağım,0,health,original
artık vitamin ilaçlarımı alacağım aslında,0,health,filler+case_variant+subject_prefix
Vitamin ilaçlarımı alacağım az sonra,0,health,time_modifier
bugün vitamin ilaçlarımı edineceğim,0,health,time_modifier+synonym_swap+case_variant
Vitamin ilaçlarımı alacağım valla,0,health,filler
kesin olarak vitamin ilaçlarımı alacağım valla,0,health,filler+subject_prefix
ben aslında vitamin ilaçlarimı alacağım,0,health,typo+filler+subject_prefix
Vitamin ilaçlarımı edinecem,0,health,synonym_swap+typo+future_tense
sanırım vitamin ilaçlarımı edineceğim...,0,health,synonym_swap+filler+punctuation
Vitamin ilaçlarımı alacağım yani,0,health,filler
kararımı verdim vitamin ilaçlarımı alacağım,0,health,subject_prefix
aslında vitamin ilaçlarımı edineceğim,0,health,filler+synonym_swap+typo
Doktor randevusuna gideceğim,0,health,original
Doktor randevusuna gidicem,0,health,case_variant+future_tense
gece olunca kesin doktor randevusuna gideceğim,0,health,filler+time_modifier
ya doktor randevusuna gideceğim bu hafta,0,health,time_modifier+subject_prefix
Doktor randevusuna gideceğim galiba,0,health,filler
şimdi doktor randevusuna gidicem,0,health,typo+future_tense+time_modifier
Doktor randevusuna uğrayacağım.,0,health,synonym_swap+case_variant+punctuation
Doktor randevusuna uğrayacağım,0,health,typo+synonym_swap
Artık doktor randevusuna gideceğim,0,health,subject_prefix+case_variant
artık doktor randevusuna gideceğim yarın,0,health,filler+time_modifier+typo
Doktor randevusuna gideceğim bu gece,0,health,case_variant+time_modifier
kararımı verdim doktor randevusuna gideceğim,0,health,case_variant+subject_prefix
Diş hekimine gideceğim kontrol için,0,health,original
yani diş hekimine gidicem kontrol için,0,health,future_tense+typo+filler
ben diş hekimine uğrayacağım kontrol için aslında,0,health,synonym_swap+filler+subject_prefix
diş hekimine gideceğim kontrol için yakında...,0,health,case_variant+time_modifier+punctuation
Diş hekimine gideceğim kontrol için yarın,0,health,time_modifier
sanırım diş hekimine gidecem kontrol için,0,health,future_tense+case_variant+filler
valla diş hekimine gidicem kontrol için..,0,health,filler+punctuation+future_tense
Diş hekimine gideceğim kontrol için yakında,0,health,time_modifier
akşam olunca diş hekimine gidicem kontrol için,0,health,future_tense+time_modifier
bu hafta diş hekimine gideceğim kontrol için,0,health,time_modifier
artık diş hekimine gideceğim kontrol için.!,0,health,punctuation+filler
Diş hekimine gideceğim kontrol icin aslında bugün içinde,0,health,typo+filler+time_modifier
Meditasyon yapacağım 15 dakika,0,health,original
aslında meditasyon yapacağım 15 dakika,0,health,filler
yakında meditasyon yapacağım 15 dakika,0,health,time_modifier
ben meditasyon yapacağım 15 dakika,0,health,subject_prefix+synonym_swap
Meditasyon yapacam 15 dakika!,0,health,future_tense+punctuation
ben de meditasyon yapacağım 15 dakika...,0,health,subject_prefix+punctuation
yani meditasyon yapacağım 15 dakika bu hafta,0,health,typo+filler+time_modifier
Sanırım meditasyon yapacağım 15 dakika,0,health,subject_prefix+case_variant+typo
Meditasyon yapacagım 15 dakika.!,0,health,punctuation+typo
Meditasyon yapacagım 15 dakika,0,health,typo+case_variant
gece olunca meditasyon yapacağım 15 dakika,0,health,time_modifier
karar verdim meditasyon yapacam 15 dakika,0,health,future_tense+synonym_swap+subject_prefix
Sigarayı bırakmaya çalışacağım,0,health,original
sanırım sigarayı bırakmaya çalışacağım,0,health,synonym_swap+subject_prefix+typo
evet sigarayı bırakmaya çalışacağım.!,0,health,subject_prefix+punctuation+synonym_swap
gece olunca sigarayı bırakmaya çalışacağım,0,health,time_modifier
Sigarayı bırakmaya çalışacağım...,0,health,punctuation
ben de sigarayı bırakmaya çalışacağım,0,health,subject_prefix
yarın sigarayı bırakmaya çalışıcam,0,health,time_modifier+future_tense
Sigarayı bırakmaya çalışacağım kesin,0,health,typo+case_variant+filler
galiba sigarayı bırakmaya çalışacağım,0,health,typo+filler
yarın sabah valla sigarayı bırakmaya çalışacağım,0,health,filler+time_modifier+punctuation
yani bugün ben sigarayı bırakmaya çalışacağım,0,health,subject_prefix+case_variant+filler
Sigarayı bırakmaya çalışacam,0,health,case_variant+future_tense
Daha az kafein tüketeceğim,0,health,original
ya daha az Kafein tüketeceğim,0,health,case_variant+subject_prefix
kararımı verdim daha az kafein tüketeceğim,0,health,subject_prefix
kararımı verdim daha az kafein tüketecem,0,health,typo+future_tense+subject_prefix
Daha az kafein tüketecem yani,0,health,filler+future_tense+typo
Daha az kafein Tüketeceğim aslında,0,health,case_variant+filler+synonym_swap
evet daha az kafein tüketeceğim yakında,0,health,subject_prefix+typo+time_modifier
bu gece daha az kafein tüketeceğim,0,health,typo+synonym_swap+time_modifier
ben aslında daha az kafein tüketeceğim.,0,health,filler+punctuation+subject_prefix
artık daha az kafein tüketeceğim!,0,health,case_variant+filler+punctuation
Daha az kafein tüketecem,0,health,future_tense+case_variant+typo
Daha az kafein tüketeceğim akşama,0,health,time_modifier
Sebze ve meyve tüketimimi artıracağım,0,health,original
aslında sebze ve meyve tüketimimi artıracağım,0,health,filler
Sebze ve meyve tüketimimi artıracağım...,0,health,punctuation
Sebze ve meyve tuketimimi artıracağım,0,health,typo
Sebze ve meyve tüketimimi artırıcam akşama,0,health,time_modifier+future_tense
sanırım sebze ve meyve tüketimimi artıracağım,0,health,subject_prefix
karar verdim sebze ve meyve tüketimimi artırıcam,0,health,subject_prefix+future_tense
Sebze ve meyve tüketimimi artıracam,0,health,future_tense
Sebze ve meyve tüketimimi artırıcam,0,health,typo+future_tense
Sebze ve meyve tüketimimi artıracağım!,0,health,punctuation
Sebze ve meyve tüketimimi artıracağım.!,0,health,punctuation
Sebze ve meyve tüketimimi artıracağım... bugün içinde,0,health,punctuation+time_modifier
Günde 2 litre su içme alışkanlığı edineceğim,0,health,original
